x,y
30,0.2523445291796153
30,0.24473925041112854
30,0.22336871724277735
30,0.21184429737356278
30,0.20903030424591332
30,0.2562777508923504
30,0.3546788145224886
30,0.4288065932053371
30,0.2776237874838266
30,0.40156349403351954
55,0.15743963612731143
55,0.28483794574557
55,0.2131168488562328
55,0.23581937122091956
55,0.22459726329832233
55,0.21319255642936868
55,0.22244337620741755
55,0.2002370258920514
55,0.24946733549119504
55,0.2271565577090342
80,0.15446633054266062
80,0.1620264188017872
80,0.24054870967010744
80,0.1617230765497851
80,0.20656384506784795
80,0.15058134051197739
80,0.1738035819556214
80,0.20135383120954833
80,0.17286167570341518
80,0.15981166062071578
105,0.15434864520717068
105,0.19378797146145502
105,0.15798068013015515
105,0.14297698295656242
105,0.16793986828775745
105,0.1424187438234716
105,0.1460976203644237
105,0.16516793550184458
105,0.15519794294422248
105,0.17689036390069052
130,0.12568774850544193
130,0.14194879816894518
130,0.1746740479491214
130,0.14525001390947806
130,0.14583726380339437
130,0.14661140576698925
130,0.15216163075161085
130,0.13435153118930246
130,0.12961532261052278
130,0.14290805826731603
155,0.1094288727379951
155,0.11181185058371303
155,0.14390316249857385
155,0.13807089689327606
155,0.12657578958149113
155,0.15704228133707956
155,0.11410156696344904
155,0.161756692134943
155,0.1207234002501159
155,0.14972640137738244
180,0.11957926534678222
180,0.1323923776376296
180,0.10681223061594355
180,0.11138828569802653
180,0.1341259821532714
180,0.10580096306186423
180,0.14295245650646896
180,0.13446545454896736
180,0.11420541903019232
180,0.1063173811103572
205,0.11241902361917792
205,0.11175539380127426
205,0.12320203872794526
205,0.1048786943255501
205,0.10548791676608801
205,0.10744839643836243
205,0.13142977540678558
205,0.10885254479384013
205,0.10659511152101843
205,0.11687752979572834
230,0.10843615585435734
230,0.1043453935995446
230,0.10275322806531048
230,0.1115688786994905
230,0.10064254474921125
230,0.10800349290453477
230,0.10069555322747858
230,0.1163009998317756
230,0.09697324974499498
230,0.1020604782063589
255,0.09984744389491208
255,0.09804060643814318
255,0.0912025890836995
255,0.08919079880938362
255,0.10067181289879698
255,0.09754988738464987
255,0.09276519577699227
255,0.09115823030649343
255,0.08932611710292902
255,0.0854181382864351
280,0.0949903741326999
280,0.09554597206462802
280,0.09628110334914738
280,0.08496290899536149
280,0.08345084821738118
280,0.09522714671870033
280,0.09152197420452636
280,0.10597490167183576
280,0.1115058451138016
280,0.08962144484078578
305,0.09188911794271885
305,0.08718805624703788
305,0.11122333399012999
305,0.08744474247483476
305,0.08956347742521281
305,0.13148523791758848
305,0.09554738453746078
305,0.09518373565527861
305,0.09542610610443848
305,0.10381838550881947
330,0.09479043126005182
330,0.09111686757162782
330,0.08529118933247566
330,0.08793784203280806
330,0.09328744750078978
330,0.09704047603415543
330,0.08113408864918777
330,0.08860951053303234
330,0.0863359574216605
330,0.0935118289054158
355,0.0916400143834293
355,0.09073980972638716
355,0.10848125513520683
355,0.10664799326060581
355,0.08922435280266737
355,0.10577367577133157
355,0.09944304987991298
355,0.08331248654800859
355,0.08090346963613583
355,0.077808014028916
380,0.0865941038237318
380,0.08033429163363118
380,0.10512546314416235
380,0.10012803261153827
380,0.08479797015455705
380,0.08682992928448971
380,0.09615720408231918
380,0.08903982521413997
380,0.09093644577871166
380,0.08166478495777023
405,0.08393350246907619
405,0.08836224744064183
405,0.08834220631021085
405,0.09998506154650665
405,0.11169415096584122
405,0.07279797369744322
405,0.08240758273966861
405,0.10265656350636976
405,0.07991727190278564
405,0.08783914292249269
430,0.0879745082928792
430,0.09847620374367337
430,0.08296946553776782
430,0.0897502792174289
430,0.07039096281158876
430,0.07954697844080305
430,0.08810320911454958
430,0.10487717118138211
430,0.0824821030026226
430,0.07636928496700426
455,0.08169755449283246
455,0.07288563608972529
455,0.09849183508494136
455,0.08166599887945367
455,0.08268668858639573
455,0.07833703989794076
455,0.08610727474166548
455,0.07028124783902298
455,0.07601929247613136
455,0.07270200596746233
480,0.09227878905930985
480,0.08547472637940208
480,0.07370073483785818
480,0.07375053789302691
480,0.08970300144469114
480,0.06835930588142838
480,0.06658708710125325
480,0.08213134295277082
480,0.07238769499640163
480,0.07410863601336527
505,0.06687366756251442
505,0.06977768486142397
505,0.07022959430977149
505,0.08495702756726285
505,0.07469500853939488
505,0.08190096862628114
505,0.07084535835769375
505,0.08717746404360904
505,0.0779633328259798
505,0.07008540202053415
530,0.07435343513433397
530,0.07655233372511375
530,0.08096123716983938
530,0.06733745285032083
530,0.07729080430854077
530,0.08313420205130179
530,0.06687451474452774
530,0.0731022619284008
530,0.06992814428387295
530,0.06621986959271478
555,0.0978639371431496
555,0.0694935875928042
555,0.06938922594897473
555,0.07211780505513045
555,0.08168385704458458
555,0.07278478185849165
555,0.07644926925609193
555,0.06513104173648393
555,0.07991078159601667
555,0.07339849947920449
580,0.06797402200876329
580,0.08493270527256484
580,0.10026950075147892
580,0.0685297631771774
580,0.05942903110007316
580,0.07246561302662234
580,0.08252570429218
580,0.06598330156784603
580,0.07038227342012761
580,0.10544371605188747
605,0.06712370549798982
605,0.06684542814385935
605,0.07706653252005513
605,0.0716424754111824
605,0.07497479955237242
605,0.07566884869013506
605,0.08277234060682322
605,0.08131884112972057
605,0.06601264748120136
605,0.08128602033177847
630,0.06789959497414319
630,0.07106405022181407
630,0.0650062234920601
630,0.06354362801220506
630,0.07858202372271082
630,0.06490663085268332
630,0.0754023037248158
630,0.07026748323847308
630,0.06499763997922206
630,0.0680750260269421
655,0.07663396554765196
655,0.06537805385290016
655,0.0715744410600994
655,0.06149986333190299
655,0.0751970224368017
655,0.06315441033121916
655,0.06570875737904723
655,0.08478929364286825
655,0.07563515458135464
655,0.06765155397990741
680,0.0758039857517857
680,0.06675970603711626
680,0.057989318021920574
680,0.06123080469010649
680,0.07068360660063036
680,0.08553145331605845
680,0.06288882391245801
680,0.0660818531983286
680,0.06299084686119134
680,0.06088291149638949
705,0.05951939859976419
705,0.06450601966782547
705,0.056017701106213624
705,0.06404813136573387
705,0.06550339546395606
705,0.06462184470876223
705,0.07488597867850895
705,0.06262548874027783
705,0.059535097855877205
705,0.06557947237305886
730,0.054510358138830484
730,0.0698721576804168
730,0.06744770922982747
730,0.06551210093888
730,0.06499753090849436
730,0.0633287307442468
730,0.060323426567341104
730,0.06108105810246428
730,0.05902307521635395
730,0.06398088988387184
755,0.07013232277561987
755,0.08142384061913835
755,0.05895375098198572
755,0.06685173839910762
755,0.0546636069121364
755,0.05832541967527368
755,0.060034006790032915
755,0.06221561230031249
755,0.06345544910597667
755,0.07281362948800625
780,0.05654092611264915
780,0.06585936155732416
780,0.06824264534462919
780,0.08567666457383924
780,0.05951181856404543
780,0.058462964021294896
780,0.07929596231106682
